Height: 480 Width: 640
Span: 25
MaxThreshold: 10 MinThreshold: 60
{ (500.0, 75.0) 43.1224975586 28.3578491211 }
{ (525.0, 75.0) 36.7819404602 28.1103572845 }
{ (550.0, 75.0) 44.8877029419 10.1838941574 }
{ (575.0, 75.0) 54.0582847595 346.882385254 }
{ (625.0, 75.0) 53.8675079346 277.443237305 }
{ (175.0, 100.0) 13.8939685822 175.425064087 }
{ (200.0, 100.0) 10.4945077896 4.5147356987 }
{ (250.0, 100.0) 13.9880475998 1.37940096855 }
{ (275.0, 100.0) 16.5625591278 8.40200519562 }
{ (325.0, 100.0) 11.3017044067 18.846824646 }
{ (350.0, 100.0) 10.4630413055 19.8087406158 }
{ (375.0, 100.0) 12.8435487747 15.6142206192 }
{ (400.0, 100.0) 12.9415559769 15.0688142776 }
{ (425.0, 100.0) 10.6601810455 15.8547725677 }
{ (450.0, 100.0) 11.5536985397 26.3986225128 }
{ (475.0, 100.0) 17.8302936554 50.8019485474 }
{ (500.0, 100.0) 46.684677124 26.3592948914 }
{ (225.0, 125.0) 10.5626277924 4.97071027756 }
{ (250.0, 125.0) 10.3537464142 3.77353811264 }
{ (275.0, 125.0) 13.892747879 14.9472484589 }
{ (300.0, 125.0) 16.5119419098 13.8186798096 }
{ (325.0, 125.0) 11.7591314316 23.3805904388 }
{ (350.0, 125.0) 11.6288042068 24.2735424042 }
{ (375.0, 125.0) 12.9722204208 16.9321060181 }
{ (400.0, 125.0) 11.1953611374 10.2551956177 }
{ (425.0, 125.0) 10.6646118164 7.76824522018 }
{ (450.0, 125.0) 10.6775770187 7.41488409042 }
{ (475.0, 125.0) 11.5163297653 14.3586788177 }
{ (500.0, 125.0) 47.9688186646 13.6722669601 }
{ (575.0, 125.0) 42.7081298828 341.30166626 }
{ (600.0, 125.0) 24.7298698425 288.695648193 }
{ (625.0, 125.0) 51.1085510254 219.044647217 }
{ (250.0, 150.0) 10.0547771454 3.27754664421 }
{ (275.0, 150.0) 13.203248024 16.123085022 }
{ (300.0, 150.0) 14.4476699829 13.2781839371 }
{ (325.0, 150.0) 11.9390144348 20.4977645874 }
{ (350.0, 150.0) 13.240811348 28.7147655487 }
{ (375.0, 150.0) 10.4263553619 29.0989665985 }
{ (400.0, 150.0) 14.0260877609 15.3505582809 }
{ (425.0, 150.0) 11.8211956024 12.3127479553 }
{ (450.0, 150.0) 10.4299583435 7.30613040924 }
{ (475.0, 150.0) 10.3859052658 8.67941093445 }
{ (500.0, 150.0) 44.84141922 12.093503952 }
{ (575.0, 150.0) 51.341758728 302.057342529 }
{ (275.0, 175.0) 13.2329130173 31.8999443054 }
{ (300.0, 175.0) 14.2875032425 25.7067317963 }
{ (325.0, 175.0) 12.1146917343 20.3684177399 }
{ (350.0, 175.0) 12.5683231354 23.645740509 }
{ (375.0, 175.0) 10.5118694305 20.1177864075 }
{ (400.0, 175.0) 10.7828674316 19.3039283752 }
{ (425.0, 175.0) 10.940331459 18.0603637695 }
{ (450.0, 175.0) 10.5764255524 24.2394599915 }
{ (475.0, 175.0) 10.9351987839 29.2819824219 }
{ (500.0, 175.0) 41.3540267944 8.43113899231 }
{ (575.0, 175.0) 48.9592666626 289.799835205 }
{ (600.0, 175.0) 55.1690406799 234.794036865 }
{ (625.0, 175.0) 59.9438858032 216.919021606 }
{ (275.0, 200.0) 10.4647121429 3.22683930397 }
{ (300.0, 200.0) 12.332734108 27.6720561981 }
{ (325.0, 200.0) 11.7096586227 19.2961139679 }
{ (350.0, 200.0) 11.7850990295 15.5438785553 }
{ (425.0, 200.0) 10.4654560089 10.5198125839 }
{ (450.0, 200.0) 10.1801490784 10.1240978241 }
{ (475.0, 200.0) 12.2676849365 331.355621338 }
{ (500.0, 200.0) 43.1455039978 341.699737549 }
{ (575.0, 200.0) 55.2067680359 283.180664062 }
{ (250.0, 225.0) 11.0355854034 3.31627392769 }
{ (350.0, 225.0) 11.4846315384 353.575317383 }
{ (400.0, 225.0) 12.4133043289 346.070831299 }
{ (425.0, 225.0) 10.2333374023 347.701782227 }
{ (500.0, 225.0) 35.5419311523 325.125640869 }
{ (525.0, 225.0) 57.6972618103 332.06942749 }
{ (575.0, 225.0) 52.6056518555 276.389038086 }
{ (600.0, 225.0) 54.1376686096 234.952789307 }
{ (625.0, 225.0) 52.4398460388 213.149368286 }
{ (325.0, 250.0) 10.0052204132 357.44833374 }
{ (375.0, 250.0) 10.2327241898 355.183837891 }
{ (400.0, 250.0) 14.2744960785 1.07732975483 }
{ (500.0, 250.0) 29.5532684326 343.365844727 }
{ (525.0, 250.0) 54.6275062561 336.514953613 }
{ (375.0, 275.0) 10.3893537521 343.958953857 }
{ (500.0, 275.0) 37.0178375244 341.305358887 }
{ (525.0, 275.0) 38.8255615234 320.145446777 }
{ (550.0, 275.0) 24.3928890228 335.343933105 }
{ (575.0, 275.0) 56.6842002869 284.189422607 }
{ (600.0, 275.0) 54.6021118164 278.79019165 }
{ (625.0, 275.0) 50.2933921814 228.626373291 }
{ (550.0, 300.0) 44.7439918518 326.929718018 }
{ (575.0, 300.0) 15.6322383881 303.539367676 }
{ (125.0, 325.0) 14.7360506058 276.390014648 }
{ (150.0, 325.0) 13.6970758438 256.538513184 }
{ (175.0, 325.0) 13.3845252991 257.766601562 }
{ (575.0, 325.0) 18.6972866058 327.319274902 }
{ (600.0, 325.0) 15.013253212 237.155883789 }
{ (625.0, 325.0) 55.2149391174 245.674499512 }
{ (125.0, 350.0) 15.9927892685 273.181518555 }
{ (150.0, 350.0) 18.4812793732 271.176055908 }
{ (175.0, 350.0) 14.2096424103 277.442382812 }
{ (600.0, 350.0) 18.3366832733 250.658538818 }
{ (625.0, 350.0) 58.1394844055 244.34866333 }
{ (100.0, 375.0) 14.6136770248 256.801605225 }
{ (125.0, 375.0) 15.843542099 270.93548584 }
{ (150.0, 375.0) 35.2308235168 273.293365479 }
{ (175.0, 375.0) 26.6106987 274.166351318 }
{ (200.0, 375.0) 32.5290260315 275.406005859 }
{ (225.0, 375.0) 21.3904705048 254.05871582 }
{ (250.0, 375.0) 15.5158157349 235.409362793 }
{ (425.0, 375.0) 13.2278804779 292.248474121 }
{ (450.0, 375.0) 14.9051017761 266.630432129 }
{ (475.0, 375.0) 11.3514242172 279.22467041 }
{ (500.0, 375.0) 13.0816965103 281.53515625 }
{ (600.0, 375.0) 21.5347499847 249.913116455 }
{ (625.0, 375.0) 46.7336769104 248.02230835 }
{ (75.0, 400.0) 15.0328941345 250.172927856 }
{ (100.0, 400.0) 21.840669632 267.086547852 }
{ (125.0, 400.0) 28.0842399597 273.387939453 }
{ (150.0, 400.0) 36.5812187195 272.043640137 }
{ (175.0, 400.0) 41.8205566406 265.575408936 }
{ (200.0, 400.0) 45.3724937439 265.740356445 }
{ (225.0, 400.0) 41.6262702942 248.363174438 }
{ (250.0, 400.0) 27.0090732574 246.129226685 }
{ (275.0, 400.0) 26.8954639435 227.470428467 }
{ (375.0, 400.0) 18.4065570831 351.138061523 }
{ (400.0, 400.0) 19.6558628082 316.940460205 }
{ (425.0, 400.0) 21.3421344757 271.274749756 }
{ (450.0, 400.0) 38.4057006836 269.510437012 }
{ (475.0, 400.0) 27.6272563934 273.055450439 }
{ (500.0, 400.0) 17.2308635712 273.855682373 }
{ (600.0, 400.0) 18.2019100189 254.815536499 }
{ (625.0, 400.0) 39.6238174438 247.873092651 }
{ (75.0, 425.0) 14.1530675888 243.564117432 }
{ (100.0, 425.0) 36.0581474304 259.049682617 }
{ (125.0, 425.0) 37.7329978943 255.113327026 }
{ (150.0, 425.0) 39.2076454163 257.916381836 }
{ (175.0, 425.0) 54.2544021606 279.945526123 }
{ (275.0, 425.0) 45.8440513611 242.171768188 }
{ (350.0, 425.0) 11.6091213226 20.5962562561 }
{ (400.0, 425.0) 52.1218948364 283.084899902 }
{ (450.0, 425.0) 56.9014968872 269.678771973 }
{ (475.0, 425.0) 38.7800216675 271.283447266 }
{ (500.0, 425.0) 25.4027805328 264.772369385 }
{ (525.0, 425.0) 18.1650371552 273.166778564 }
{ (550.0, 425.0) 10.5791721344 283.220428467 }
{ (600.0, 425.0) 16.9802722931 259.666625977 }
{ (625.0, 425.0) 28.4576816559 256.910888672 }
{ (75.0, 450.0) 17.3348312378 246.946289062 }
{ (325.0, 450.0) 12.4682006836 259.907470703 }
{ (350.0, 450.0) 29.922914505 268.100006104 }
{ (375.0, 450.0) 56.1002464294 273.792602539 }
{ (525.0, 450.0) 40.9096603394 268.57119751 }
{ (550.0, 450.0) 24.8749198914 263.134674072 }
{ (575.0, 450.0) 18.5897521973 259.010253906 }
{ (600.0, 450.0) 24.2616977692 260.914520264 }
{ (625.0, 450.0) 29.4879074097 260.304718018 }
{ (50.0, 475.0) 12.3474321365 238.818878174 }
{ (75.0, 475.0) 26.4544181824 249.282348633 }
{ (175.0, 475.0) 56.8882446289 267.947509766 }
{ (300.0, 475.0) 44.9338264465 241.638702393 }
{ (325.0, 475.0) 34.1897735596 242.510269165 }
{ (350.0, 475.0) 45.8041343689 268.536102295 }
{ (375.0, 475.0) 45.341468811 267.08291626 }
{ (400.0, 475.0) 55.2116889954 264.558624268 }
{ (450.0, 475.0) 55.5505027771 266.408569336 }
{ (475.0, 475.0) 59.8524703979 267.874237061 }
{ (500.0, 475.0) 57.4935150146 268.850036621 }
{ (525.0, 475.0) 39.9223861694 270.587615967 }
{ (550.0, 475.0) 30.9045791626 270.464508057 }
{ (575.0, 475.0) 19.3522777557 269.539916992 }
{ (600.0, 475.0) 29.7785949707 273.097930908 }
{ (625.0, 475.0) 29.9070568085 262.377624512 }
{ (175.0, 25.0) 12.9887266159 6.21079349518 }
{ (200.0, 25.0) 10.0824117661 19.4942016602 }
{ (250.0, 25.0) 10.2377681732 27.0082817078 }
{ (275.0, 25.0) 18.6920471191 46.2438430786 }
{ (375.0, 25.0) 10.6068401337 21.441236496 }
{ (400.0, 25.0) 11.2431669235 5.93997955322 }
{ (425.0, 25.0) 10.8406801224 4.21417713165 }
{ (525.0, 25.0) 16.1637611389 14.3062181473 }
{ (550.0, 25.0) 26.7350578308 352.323883057 }
{ (575.0, 25.0) 33.4452629089 345.475738525 }
{ (600.0, 25.0) 40.5555915833 341.937408447 }
{ (625.0, 25.0) 25.0304946899 307.291625977 }
{ (200.0, 50.0) 11.2513895035 19.0999984741 }
{ (225.0, 50.0) 10.8626842499 19.3571300507 }
{ (250.0, 50.0) 11.5912179947 29.3685874939 }
{ (275.0, 50.0) 20.4856967926 46.9089775085 }
{ (350.0, 50.0) 14.2233963013 27.4376735687 }
{ (375.0, 50.0) 11.6564893723 22.1222114563 }
{ (400.0, 50.0) 10.8719768524 17.7319450378 }
{ (425.0, 50.0) 11.1004753113 4.70818376541 }
{ (450.0, 50.0) 11.0066547394 4.20322036743 }
{ (475.0, 50.0) 10.5724725723 6.38476657867 }
{ (500.0, 50.0) 16.1971664429 37.2327079773 }
{ (525.0, 50.0) 20.1200046539 23.4968776703 }
{ (550.0, 50.0) 32.5248565674 346.907409668 }
{ (575.0, 50.0) 41.7609863281 336.564239502 }
{ (600.0, 50.0) 52.3845825195 322.788085938 }
{ (625.0, 50.0) 37.3331489563 293.895355225 }
{ (200.0, 75.0) 12.0031585693 5.65031576157 }
{ (225.0, 75.0) 12.6356468201 6.67231988907 }
{ (250.0, 75.0) 17.6664485931 21.9013366699 }
{ (275.0, 75.0) 17.9095287323 22.2185668945 }
{ (300.0, 75.0) 20.4680366516 22.2063865662 }
{ (325.0, 75.0) 11.5111999512 34.5304450989 }
{ (350.0, 75.0) 13.4760465622 18.9976139069 }
{ (375.0, 75.0) 14.196513176 18.0036869049 }
{ (400.0, 75.0) 11.4557266235 19.7182826996 }
{ (425.0, 75.0) 11.8762149811 15.4156131744 }
{ (450.0, 75.0) 12.5148000717 20.3366737366 }
{ (475.0, 75.0) 26.1676368713 57.6051940918 }
{ (500.0, 75.0) 44.9818572998 21.8210334778 }
{ (525.0, 75.0) 29.9943141937 19.0910053253 }
{ (550.0, 75.0) 44.6122627258 357.716766357 }
{ (575.0, 75.0) 37.4466552734 352.92388916 }
{ (600.0, 75.0) 34.0511474609 336.494781494 }
{ (625.0, 75.0) 19.1797637939 273.735137939 }
{ (225.0, 100.0) 13.8713598251 15.5853509903 }
{ (250.0, 100.0) 17.1841144562 9.12982559204 }
{ (275.0, 100.0) 18.307964325 20.7429885864 }
{ (300.0, 100.0) 26.5161895752 13.0932064056 }
{ (325.0, 100.0) 18.0022926331 23.5447597504 }
{ (375.0, 100.0) 13.3338069916 14.1229114532 }
{ (400.0, 100.0) 11.4912195206 12.8047485352 }
{ (425.0, 100.0) 11.5974683762 13.3288803101 }
{ (450.0, 100.0) 13.8940973282 39.1920547485 }
{ (475.0, 100.0) 35.269493103 57.2916679382 }
{ (500.0, 100.0) 50.6766471863 42.7292938232 }
{ (575.0, 100.0) 44.4731788635 345.822784424 }
{ (600.0, 100.0) 35.9447975159 314.79864502 }
{ (625.0, 100.0) 30.5248737335 251.83531189 }
{ (200.0, 125.0) 10.7204504013 5.03999233246 }
{ (225.0, 125.0) 17.3688278198 21.9778251648 }
{ (250.0, 125.0) 13.5677156448 24.225976944 }
{ (275.0, 125.0) 17.097070694 25.1993808746 }
{ (300.0, 125.0) 18.3689231873 12.5268592834 }
{ (325.0, 125.0) 14.225320816 359.864532471 }
{ (400.0, 125.0) 12.9267530441 9.56261253357 }
{ (425.0, 125.0) 12.4419574738 359.248565674 }
{ (450.0, 125.0) 12.5103168488 354.744873047 }
{ (475.0, 125.0) 26.5896453857 47.4792709351 }
{ (500.0, 125.0) 53.3210220337 36.8614044189 }
{ (575.0, 125.0) 36.4902496338 343.824890137 }
{ (600.0, 125.0) 22.7269916534 285.773468018 }
{ (625.0, 125.0) 31.4706039429 232.65184021 }
{ (200.0, 150.0) 11.8882284164 16.7954921722 }
{ (225.0, 150.0) 12.2043561935 19.8356399536 }
{ (250.0, 150.0) 17.0085144043 47.2315788269 }
{ (275.0, 150.0) 13.639799118 41.731426239 }
{ (300.0, 150.0) 16.8403396606 29.2231025696 }
{ (325.0, 150.0) 19.4010658264 23.947883606 }
{ (350.0, 150.0) 15.7816801071 26.560295105 }
{ (375.0, 150.0) 13.4781961441 24.7266387939 }
{ (400.0, 150.0) 16.8524684906 11.4920272827 }
{ (425.0, 150.0) 13.2684631348 1.76376903057 }
{ (450.0, 150.0) 13.0950584412 357.292877197 }
{ (475.0, 150.0) 15.3228130341 12.5453681946 }
{ (500.0, 150.0) 53.0222549438 31.0963535309 }
{ (575.0, 150.0) 38.682144165 326.068328857 }
{ (600.0, 150.0) 30.2131290436 256.974151611 }
{ (625.0, 150.0) 40.9887733459 224.471572876 }
{ (175.0, 175.0) 11.1740541458 4.70606040955 }
{ (200.0, 175.0) 11.6313066483 10.6050872803 }
{ (225.0, 175.0) 11.4678592682 18.5625762939 }
{ (250.0, 175.0) 32.136592865 45.0559577942 }
{ (275.0, 175.0) 26.2309570312 51.1362113953 }
{ (300.0, 175.0) 20.0087394714 59.5465126038 }
{ (325.0, 175.0) 22.2705612183 36.5069923401 }
{ (350.0, 175.0) 14.5386428833 18.8662548065 }
{ (375.0, 175.0) 13.4452171326 19.1444129944 }
{ (400.0, 175.0) 17.5380439758 14.4882564545 }
{ (425.0, 175.0) 13.4162864685 12.0556793213 }
{ (450.0, 175.0) 13.2494974136 12.5463924408 }
{ (475.0, 175.0) 15.3104419708 359.856781006 }
{ (500.0, 175.0) 51.1066055298 1.40322995186 }
{ (575.0, 175.0) 36.5584640503 300.131103516 }
{ (600.0, 175.0) 33.0885505676 248.846801758 }
{ (625.0, 175.0) 45.7887306213 219.110046387 }
{ (250.0, 200.0) 54.5561676025 12.8233537674 }
{ (275.0, 200.0) 39.3250694275 37.1759872437 }
{ (300.0, 200.0) 23.0668582916 85.9901046753 }
{ (325.0, 200.0) 15.8842744827 15.9699287415 }
{ (350.0, 200.0) 13.2677593231 9.48520088196 }
{ (375.0, 200.0) 12.4300508499 10.1798458099 }
{ (400.0, 200.0) 23.2979946136 17.5316429138 }
{ (425.0, 200.0) 18.7181129456 332.000518799 }
{ (450.0, 200.0) 19.3956546783 328.691650391 }
{ (475.0, 200.0) 17.0348167419 257.003051758 }
{ (500.0, 200.0) 33.5943984985 330.1043396 }
{ (575.0, 200.0) 38.8034057617 292.204559326 }
{ (600.0, 200.0) 45.624332428 239.091674805 }
{ (625.0, 200.0) 48.9117965698 215.532791138 }
{ (225.0, 225.0) 11.1341047287 2.6043484211 }
{ (250.0, 225.0) 15.5443840027 2.13891530037 }
{ (275.0, 225.0) 27.4743938446 348.113891602 }
{ (325.0, 225.0) 10.3253793716 356.436920166 }
{ (350.0, 225.0) 15.3741941452 349.880187988 }
{ (375.0, 225.0) 18.0170497894 353.122833252 }
{ (400.0, 225.0) 25.5439033508 359.023132324 }
{ (425.0, 225.0) 14.8252010345 339.498291016 }
{ (450.0, 225.0) 10.1739091873 348.65447998 }
{ (500.0, 225.0) 35.8026657104 318.164855957 }
{ (525.0, 225.0) 57.0761566162 327.553649902 }
{ (575.0, 225.0) 38.2234687805 279.285095215 }
{ (600.0, 225.0) 36.974105835 232.56968689 }
{ (625.0, 225.0) 41.6106414795 210.618133545 }
{ (275.0, 250.0) 32.9833297729 322.09161377 }
{ (300.0, 250.0) 12.0210723877 6.64539527893 }
{ (325.0, 250.0) 11.2444229126 8.10705566406 }
{ (350.0, 250.0) 16.5969352722 356.056915283 }
{ (375.0, 250.0) 17.1959705353 354.577514648 }
{ (400.0, 250.0) 19.4507846832 4.64492702484 }
{ (500.0, 250.0) 27.31316185 342.920776367 }
{ (625.0, 250.0) 52.1536750793 231.49621582 }
{ (275.0, 275.0) 12.4934358597 359.880187988 }
{ (300.0, 275.0) 13.9224405289 13.107257843 }
{ (325.0, 275.0) 18.5606193542 10.9277477264 }
{ (350.0, 275.0) 16.6309318542 4.58550834656 }
{ (375.0, 275.0) 17.2448749542 10.161157608 }
{ (400.0, 275.0) 15.7290401459 11.4722003937 }
{ (425.0, 275.0) 11.9411840439 28.5160236359 }
{ (500.0, 275.0) 16.2838439941 4.52338314056 }
{ (525.0, 275.0) 38.7764167786 319.027191162 }
{ (550.0, 275.0) 21.3339748383 321.425109863 }
{ (575.0, 275.0) 57.9435997009 290.72744751 }
{ (600.0, 275.0) 49.1121482849 273.158630371 }
{ (625.0, 275.0) 44.5014457703 233.764404297 }
{ (300.0, 300.0) 15.7943544388 10.591337204 }
{ (325.0, 300.0) 18.3395614624 13.5551929474 }
{ (350.0, 300.0) 12.2796087265 4.04475259781 }
{ (375.0, 300.0) 16.555431366 9.20591831207 }
{ (400.0, 300.0) 13.9083614349 11.6197519302 }
{ (425.0, 300.0) 11.320681572 30.9410018921 }
{ (550.0, 300.0) 34.0375175476 338.326141357 }
{ (625.0, 300.0) 51.9232902527 247.059494019 }
{ (125.0, 325.0) 18.1051197052 275.431365967 }
{ (150.0, 325.0) 15.2391881943 256.114929199 }
{ (325.0, 325.0) 12.0085811615 19.1807117462 }
{ (350.0, 325.0) 10.3650636673 19.6921443939 }
{ (375.0, 325.0) 10.01379776 20.655122757 }
{ (600.0, 325.0) 11.0972566605 238.703918457 }
{ (625.0, 325.0) 36.6174621582 235.270812988 }
{ (125.0, 350.0) 18.954618454 273.387054443 }
{ (150.0, 350.0) 18.426109314 263.966369629 }
